0.61708,0.29131,0.27284,0.23795,0.20756
0.51106,0.42977,0.2915,0.27504,0.17546
0.57537,0.42794,0.30411,0.257,0.15324
0.48865,0.391,0.28783,0.23717,0.20097
0.45044,0.38152,0.23349,0.18931,0.17829
0.43185,0.32633,0.27765,0.20884,0.17074
0.64187,0.38982,0.28919,0.21483,0.18939
0.61598,0.41263,0.33487,0.2553,0.21047
0.59136,0.3255,0.29002,0.22633,0.20617
0.51915,0.34668,0.28649,0.28211,0.25658
0.72083,0.47369,0.38526,0.28665,0.2324
0.42749,0.3498,0.29092,0.23372,0.18167
0.38836,0.29134,0.31076,0.2858,0.25148
0.56908,0.41166,0.29215,0.22667,0.15871
0.40745,0.33107,0.29553,0.26793,0.14917
0.5247,0.35486,0.32873,0.30737,0.23624
0.59974,0.36731,0.2705,0.19981,0.23424
0.44956,0.32148,0.2997,0.27005,0.22044
0.58926,0.41933,0.30844,0.1807,0.1424
0.91331,0.44286,0.32864,0.23558,0.16883
0.46525,0.25758,0.24989,0.19969,0.21839
0.45621,0.36145,0.27673,0.22216,0.1999
0.56962,0.40417,0.35188,0.26385,0.22924
0.58826,0.45454,0.48271,0.28276,0.17353
0.48555,0.38021,0.36691,0.30324,0.25965
0.69323,0.45573,0.30801,0.2592,0.20296
0.59336,0.46737,0.33227,0.24254,0.20826
0.64417,0.35577,0.35357,0.29441,0.19856
0.52729,0.3624,0.24903,0.23053,0.17776
0.86163,0.42146,0.42048,0.26749,0.24589
0.60313,0.32361,0.27746,0.19588,0.21495
0.71605,0.43445,0.31975,0.26239,0.20252
0.58321,0.38189,0.32726,0.25156,0.18791
0.49793,0.32968,0.28405,0.20219,0.23502
0.4061,0.38611,0.28526,0.25987,0.21343
0.61586,0.33599,0.23763,0.19619,0.20105
0.54252,0.38685,0.37177,0.23733,0.22911
0.48276,0.42839,0.32871,0.26639,0.23457
0.7113,0.46301,0.37521,0.27723,0.18992
0.47644,0.35898,0.34499,0.28747,0.25284
0.65375,0.4976,0.36848,0.25172,0.17444
0.45139,0.40485,0.40112,0.29166,0.18854
0.72116,0.43611,0.36965,0.23611,0.20987
0.48633,0.37848,0.30887,0.23168,0.15254
0.6179,0.39408,0.3271,0.24357,0.20883
0.69482,0.45631,0.40417,0.22963,0.17083
0.73016,0.57738,0.33209,0.23909,0.17846
0.5415,0.4284,0.32055,0.16661,0.14411
0.59691,0.35655,0.30336,0.24291,0.15039
0.72904,0.48536,0.36649,0.26755,0.19554
0.66538,0.36588,0.27925,0.27487,0.22716
0.66604,0.3705,0.32204,0.25119,0.24082
0.50269,0.26546,0.33719,0.25065,0.20911
0.52659,0.36325,0.27439,0.25361,0.2069
0.59874,0.4314,0.36699,0.30091,0.19019
0.4199,0.38509,0.25029,0.1803,0.15717
0.56255,0.40711,0.32307,0.27632,0.19523
0.40565,0.33906,0.28063,0.16954,0.19253
0.53928,0.39583,0.28045,0.20763,0.14915
0.54899,0.3619,0.28066,0.21977,0.21642
0.6236,0.40506,0.36457,0.21809,0.20225
0.57116,0.39382,0.33237,0.25578,0.20123
0.38874,0.29017,0.24469,0.19757,0.21045
0.49562,0.38137,0.34929,0.27023,0.26922
0.52559,0.46441,0.37964,0.2257,0.16011
0.53713,0.40913,0.31881,0.21645,0.20988
0.45725,0.41844,0.30243,0.248,0.19299
0.52944,0.42943,0.27343,0.2435,0.24388
0.45156,0.30323,0.27291,0.27272,0.22423
0.74278,0.46367,0.35525,0.2707,0.21389
0.71708,0.37611,0.25693,0.1834,0.13886
0.52655,0.34416,0.30437,0.20368,0.18168
0.79295,0.39147,0.37548,0.27407,0.19437
0.58682,0.52246,0.47825,0.30822,0.19933
0.60575,0.35149,0.27132,0.28311,0.19822
0.66598,0.39909,0.34916,0.25238,0.15609
0.56666,0.50971,0.42918,0.39186,0.2565
0.56794,0.28787,0.25089,0.19229,0.19271
0.66969,0.37613,0.28663,0.21914,0.17915
0.56661,0.37647,0.39402,0.25758,0.16973
0.38271,0.25821,0.27506,0.24135,0.23783
0.44785,0.34464,0.26837,0.19217,0.17031
0.74363,0.41987,0.36498,0.2465,0.1912
0.60594,0.45916,0.27617,0.21837,0.16071
0.50772,0.38192,0.25695,0.24409,0.18998
0.5063,0.37982,0.28338,0.28941,0.26033
0.53187,0.39579,0.30656,0.22731,0.21079
0.49602,0.37465,0.31936,0.24421,0.23305
0.69553,0.35617,0.33052,0.25598,0.17983
0.55284,0.41466,0.34749,0.2349,0.21281
0.6184,0.45546,0.3523,0.22774,0.19793
0.83813,0.33464,0.37623,0.19814,0.19419
0.66949,0.47875,0.36513,0.21206,0.14677
0.44783,0.37357,0.35642,0.23426,0.21657
0.56663,0.56912,0.44514,0.35571,0.25212
0.51552,0.3809,0.33738,0.29684,0.2482
0.56724,0.3473,0.31197,0.19708,0.13286
0.50707,0.36459,0.28365,0.22021,0.17573
0.49114,0.28077,0.24527,0.17257,0.14337
0.66922,0.49402,0.3168,0.25014,0.19212
