0.48185,0.3254,0.31608,0.31293,0.27682
0.37519,0.34802,0.28899,0.33373,0.32614
0.6148,0.51854,0.41032,0.35589,0.34037
0.94599,0.40998,0.38107,0.35272,0.32672
0.42765,0.33999,0.31792,0.33221,0.28024
0.39677,0.40572,0.32239,0.3027,0.29455
0.43878,0.39574,0.39093,0.35359,0.35498
0.43836,0.35588,0.36907,0.35424,0.34174
0.37291,0.40915,0.3977,0.38429,0.33224
0.35208,0.37537,0.3695,0.35959,0.31372
0.41818,0.41495,0.38419,0.30237,0.29956
0.41616,0.39616,0.28848,0.30005,0.3127
0.51469,0.32437,0.24887,0.31437,0.33413
0.54911,0.33324,0.29534,0.29303,0.28361
0.65527,0.42884,0.37794,0.33311,0.33753
0.46053,0.37278,0.37375,0.37421,0.34729
0.41218,0.33922,0.33779,0.3316,0.34115
0.99275,0.42686,0.37117,0.32858,0.31724
0.43279,0.36274,0.36151,0.3537,0.32243
0.45409,0.41989,0.39388,0.37748,0.35409
0.45952,0.38549,0.34479,0.35002,0.33258
0.49515,0.40238,0.37525,0.36151,0.33302
0.35003,0.38208,0.33694,0.35948,0.33621
0.44684,0.33415,0.31149,0.30849,0.31098
0.45844,0.40651,0.31881,0.27876,0.29129
0.40325,0.45876,0.35643,0.30595,0.33857
0.37934,0.34953,0.30373,0.30326,0.31103
0.51565,0.39954,0.30426,0.3102,0.28935
0.47755,0.33632,0.33911,0.2891,0.30658
0.68722,0.37582,0.39406,0.37291,0.33279
0.33974,0.36155,0.36292,0.34158,0.3275
0.51583,0.36809,0.34472,0.35506,0.32428
0.98724,0.38447,0.33862,0.32646,0.32233
0.45423,0.36507,0.33756,0.33529,0.32176
0.48477,0.37597,0.3453,0.31184,0.27948
0.38881,0.36356,0.36236,0.34171,0.34882
0.5227,0.44731,0.39157,0.35495,0.345
0.44067,0.41379,0.41475,0.35098,0.327
0.35351,0.18491,0.25989,0.26432,0.24712
0.37997,0.38193,0.36989,0.31837,0.35104
0.44449,0.41964,0.3915,0.32873,0.34148
0.43561,0.39546,0.37544,0.32836,0.31483
0.50302,0.28615,0.31576,0.29805,0.32034
0.3694,0.34005,0.29205,0.31981,0.26654
0.53224,0.42083,0.40814,0.32091,0.31904
0.3308,0.32042,0.34184,0.31986,0.31513
0.83622,0.34432,0.37533,0.39803,0.34016
0.51707,0.41667,0.4301,0.34803,0.31896
0.48971,0.35988,0.3769,0.34391,0.30494
0.95704,0.39103,0.35655,0.35218,0.33347
0.49267,0.37118,0.31771,0.34582,0.35186
0.46177,0.34578,0.4074,0.31185,0.31882
0.55926,0.61242,0.3232,0.34157,0.28125
0.37443,0.34518,0.3708,0.34235,0.33888
0.62597,0.37644,0.30998,0.30256,0.31259
0.42225,0.38193,0.34336,0.32862,0.29882
0.45414,0.41111,0.39222,0.3922,0.35179
0.50573,0.4449,0.37055,0.32471,0.30189
0.4507,0.40912,0.26972,0.2573,0.25917
0.71085,0.31842,0.3326,0.33196,0.29713
0.42888,0.4375,0.36307,0.32038,0.28314
0.86013,0.36473,0.3544,0.31886,0.28378
0.82742,0.32701,0.27893,0.26542,0.30023
0.51798,0.4563,0.34092,0.32418,0.30501
0.73081,0.38957,0.41087,0.3421,0.35836
0.48552,0.43814,0.42935,0.35404,0.31227
0.49934,0.44742,0.36591,0.3498,0.31881
0.37628,0.3594,0.34364,0.3567,0.31075
0.32169,0.36415,0.38166,0.36659,0.33681
0.58694,0.35667,0.34243,0.31156,0.29526
0.50767,0.42638,0.40721,0.3885,0.37166
0.34644,0.31802,0.31938,0.33635,0.31334
0.45,0.31662,0.28578,0.30491,0.32236
0.50328,0.32304,0.38617,0.37201,0.346
0.35191,0.34307,0.30928,0.29152,0.28168
0.56722,0.44337,0.41949,0.38246,0.33469
0.51024,0.48706,0.39986,0.39744,0.33752
0.51244,0.35238,0.26502,0.27466,0.281
0.50948,0.40128,0.36889,0.34089,0.32368
0.46186,0.38261,0.39844,0.37141,0.32104
0.52858,0.43747,0.358,0.33673,0.33039
0.45065,0.33631,0.28829,0.25115,0.3029
0.92055,0.35639,0.38413,0.34891,0.32403
0.49277,0.39682,0.35273,0.38056,0.3859
0.44463,0.36877,0.30588,0.27157,0.30253
0.36711,0.37892,0.32872,0.30579,0.2932
0.41718,0.37742,0.3413,0.34031,0.33335
0.38653,0.33257,0.34421,0.30315,0.31231
0.47365,0.36728,0.33603,0.32839,0.31708
0.39486,0.32504,0.27732,0.23309,0.27801
0.44564,0.32532,0.28664,0.26665,0.28121
0.44354,0.33016,0.32566,0.25349,0.22827
0.94652,0.31452,0.28682,0.33003,0.30418
0.51494,0.39899,0.40473,0.36201,0.32074
0.5017,0.37524,0.35025,0.28977,0.30111
0.55242,0.45303,0.35112,0.35971,0.31555
0.32864,0.27786,0.3469,0.28202,0.30909
0.36259,0.41835,0.35825,0.32667,0.33878
0.37654,0.4163,0.38147,0.3396,0.29562
0.99628,0.36215,0.36157,0.35684,0.34015
